Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
160,Billy Knight\knighbi01,SF,29,IND,81,19,22.3,4.7,9.4,0.495,0.1,0.4,0.281,4.6,9.0,0.504,0.501,2.9,3.5,0.826,1.2,2.0,3.2,1.5,0.8,0.2,1.7,1.6,12.3,1803,16.7,0.562,0.042,0.369,5.7,9.8,7.7,10.4,1.7,0.4,13.4,23.7,2.4,1.9,4.3,0.115,0.5,-1.1,-0.6,0.6
161,Toby Knight\knighto01,SF,26,NYK,40,0,13.8,2.6,4.6,0.557,0.0,0.0,,2.6,4.6,0.557,0.557,0.4,0.6,0.68,0.8,1.2,2.1,0.6,0.4,0.3,0.5,1.9,5.5,550,13.0,0.57,0.0,0.13699999999999998,6.7,10.4,8.5,5.9,1.2,1.2,9.8,16.1,0.8,0.3,1.1,0.099,-0.7,-1.4,-2.1,0.0
162,Joel Kramer\kramejo01,PF,26,PHO,56,0,9.8,1.0,2.4,0.414,0.0,0.0,,1.0,2.4,0.414,0.414,0.6,0.8,0.7859999999999999,0.6,1.3,1.9,0.9,0.3,0.2,0.5,1.1,2.6,549,10.4,0.47200000000000003,0.0,0.316,7.5,14.2,10.9,11.8,1.7,1.1,14.6,13.3,0.2,0.8,1.0,0.092,-3.0,1.1,-1.9,0.0
163,Kevin Kunnert\kunneke01,C,30,POR,21,0,11.3,1.0,2.3,0.41700000000000004,0.0,0.0,,1.0,2.3,0.41700000000000004,0.41700000000000004,0.4,0.8,0.529,1.0,2.2,3.1,0.9,0.1,0.3,0.9,2.4,2.3,237,6.4,0.442,0.0,0.354,9.5,21.5,15.5,9.1,0.6,1.4,24.5,12.7,-0.2,0.2,0.0,0.009000000000000001,-4.6,0.4,-4.2,-0.1
164,Mitch Kupchak\kupchmi01,PF,27,LAL,26,26,31.6,5.9,10.3,0.573,0.0,0.0,,5.9,10.3,0.573,0.573,2.5,3.8,0.6629999999999999,2.5,5.6,8.1,1.3,0.5,0.4,1.7,3.1,14.3,821,15.2,0.598,0.0,0.36700000000000005,8.8,18.7,13.9,5.0,0.7,0.6,12.2,17.1,1.5,0.8,2.4,0.139,0.3,-1.0,-0.7,0.3
165,Sam Lacey\laceysa01,C,33,TOT,56,7,12.0,1.2,2.8,0.435,0.0,0.0,0.0,1.2,2.7,0.43799999999999994,0.435,0.5,0.7,0.73,0.4,1.6,1.9,1.4,0.4,0.7,1.0,2.5,2.9,670,7.4,0.473,0.006,0.24,3.3,14.8,9.0,14.6,1.5,3.3,24.7,13.5,-0.6,1.1,0.6,0.040999999999999995,-5.2,2.8,-2.4,-0.1
165,Sam Lacey\laceysa01,C,33,KCK,2,1,10.0,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.5,1.0,1.0,3.0,20,15.6,0.51,0.0,0.4,0.0,23.1,11.2,26.4,4.7,2.9,25.4,16.1,0.0,0.0,0.0,0.057999999999999996,-3.7,4.6,0.9,0.0
165,Sam Lacey\laceysa01,C,33,NJN,54,6,12.0,1.2,2.8,0.43,0.0,0.0,0.0,1.2,2.7,0.43200000000000005,0.43,0.5,0.6,0.7709999999999999,0.4,1.5,1.9,1.4,0.4,0.7,1.0,2.5,2.9,650,7.2,0.47100000000000003,0.006999999999999999,0.235,3.4,14.6,9.0,14.3,1.4,3.3,24.7,13.4,-0.5,1.1,0.5,0.04,-5.2,2.7,-2.5,-0.1
166,Tom LaGarde\lagarto01,C,26,DAL,47,28,19.3,2.4,5.7,0.42,0.0,0.0,0.0,2.4,5.7,0.423,0.42,1.8,3.5,0.518,1.3,3.1,4.5,1.0,0.4,0.4,1.7,2.9,6.6,909,7.6,0.456,0.006999999999999999,0.617,7.7,19.1,13.2,7.3,0.9,1.1,19.3,19.2,-1.2,0.7,-0.5,-0.027999999999999997,-4.9,-0.8,-5.7,-0.9
167,Bill Laimbeer\laimbbi01,C,24,TOT,80,34,22.9,3.3,6.7,0.494,0.1,0.2,0.308,3.3,6.5,0.499,0.498,2.3,2.9,0.7929999999999999,2.9,4.8,7.7,1.3,0.5,0.8,1.5,3.7,9.0,1829,15.4,0.563,0.024,0.433,13.6,24.3,18.7,7.4,1.0,2.0,15.9,16.6,2.8,1.9,4.7,0.122,0.0,0.4,0.4,1.1
167,Bill Laimbeer\laimbbi01,C,24,CLE,50,4,17.9,2.4,5.1,0.47,0.1,0.1,0.5,2.3,4.9,0.47,0.47600000000000003,1.9,2.4,0.775,2.5,3.1,5.5,0.9,0.4,0.6,1.2,3.4,6.7,894,14.2,0.546,0.024,0.474,14.8,20.6,17.5,6.9,1.2,1.9,16.6,16.9,1.1,0.6,1.8,0.094,-0.4,-0.1,-0.5,0.3
167,Bill Laimbeer\laimbbi01,C,24,DET,30,30,31.2,4.9,9.4,0.516,0.0,0.2,0.14300000000000002,4.8,9.2,0.525,0.518,3.0,3.7,0.813,3.7,7.7,11.3,1.8,0.6,1.1,2.0,4.2,12.8,935,16.5,0.578,0.025,0.396,12.5,27.8,19.9,7.9,0.8,2.0,15.3,16.4,1.6,1.3,2.9,0.149,0.3,1.0,1.3,0.8
168,John Lambert\lambejo01,PF,29,TOT,63,7,12.1,1.4,3.1,0.43700000000000006,0.0,0.1,0.14300000000000002,1.3,3.0,0.447,0.439,0.5,0.7,0.81,0.9,2.0,2.8,0.6,0.3,0.3,0.8,2.0,3.3,764,8.2,0.48,0.036000000000000004,0.213,7.8,18.2,12.9,6.0,1.1,1.2,18.2,14.0,-0.2,0.8,0.6,0.035,-3.8,0.2,-3.6,-0.3
168,John Lambert\lambejo01,PF,29,KCK,42,1,11.7,1.4,3.3,0.43200000000000005,0.0,0.1,0.16699999999999998,1.4,3.2,0.444,0.435,0.5,0.7,0.75,0.9,2.2,3.0,0.6,0.3,0.2,0.9,1.9,3.4,493,8.1,0.469,0.043,0.201,8.0,21.3,14.5,6.2,1.1,1.2,20.1,15.7,-0.4,0.6,0.1,0.013999999999999999,-4.7,0.2,-4.6,-0.3
168,John Lambert\lambejo01,PF,29,SAS,21,6,12.9,1.2,2.8,0.44799999999999995,0.0,0.0,0.0,1.2,2.7,0.456,0.44799999999999995,0.6,0.7,0.929,0.9,1.5,2.4,0.6,0.3,0.3,0.5,2.0,3.1,271,8.3,0.507,0.017,0.24100000000000002,7.5,12.7,10.1,5.7,1.0,1.2,13.5,10.9,0.2,0.2,0.4,0.07200000000000001,-2.2,0.2,-1.9,0.0
169,Jeff Lamp\lampje01,SF,22,POR,54,0,11.4,1.9,3.6,0.51,0.0,0.0,0.0,1.9,3.6,0.513,0.51,0.9,1.1,0.82,0.4,0.7,1.2,0.5,0.3,0.0,0.8,1.5,4.6,617,9.8,0.561,0.005,0.311,4.4,7.2,5.8,6.0,1.2,0.1,16.8,17.8,0.3,0.3,0.6,0.048,-2.4,-2.3,-4.8,-0.4
170,Mark Landsberger\landsma01,PF,26,LAL,75,1,15.1,1.9,4.4,0.43799999999999994,0.0,0.0,0.0,1.9,4.4,0.44,0.43799999999999994,0.4,0.9,0.508,2.2,3.2,5.3,0.4,0.1,0.1,0.7,1.8,4.3,1134,10.3,0.449,0.006,0.198,16.3,22.0,19.3,3.3,0.4,0.3,12.1,14.2,0.5,1.2,1.7,0.07200000000000001,-2.7,-2.1,-4.8,-0.8
171,Bob Lanier*\laniebo01,C,33,MIL,74,72,26.8,5.5,9.9,0.5579999999999999,0.0,0.0,0.0,5.5,9.8,0.56,0.5579999999999999,2.5,3.3,0.752,1.2,4.0,5.2,3.0,1.0,0.8,2.2,2.9,13.5,1986,17.4,0.596,0.003,0.332,5.5,16.5,11.2,16.0,1.7,1.6,16.6,20.7,3.2,3.4,6.6,0.16,0.8,1.4,2.2,2.1
172,Allen Leavell\leaveal01,PG,24,HOU,79,61,27.2,4.7,10.0,0.467,0.1,0.4,0.29,4.6,9.6,0.474,0.47200000000000003,1.5,1.7,0.852,0.6,1.5,2.1,5.8,1.9,0.2,1.9,2.3,10.9,2150,16.4,0.507,0.039,0.17,2.4,6.3,4.3,29.8,3.4,0.4,15.2,19.1,2.7,2.1,4.8,0.107,0.9,-0.3,0.6,1.4
173,Rock Lee\leero02,C,26,SDC,2,0,5.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,2.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0,10,1.0,0.266,0.0,2.0,0.0,12.2,6.0,25.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,-0.129,-6.2,-4.6,-10.8,0.0
174,Ron Lee\leero01,PG,29,DET,81,7,18.1,1.1,3.0,0.358,0.2,0.7,0.305,0.9,2.3,0.374,0.39399999999999996,1.0,1.5,0.706,0.4,1.5,1.9,3.9,1.4,0.2,1.5,2.7,3.4,1467,9.7,0.466,0.24,0.484,2.5,9.3,5.8,25.4,3.6,0.8,29.2,11.2,-0.3,2.0,1.6,0.053,-2.4,1.3,-1.2,0.3
175,Ronnie Lester\lestero01,PG,23,CHI,75,74,30.0,4.4,8.8,0.501,0.1,0.1,0.5,4.3,8.7,0.501,0.504,2.8,3.4,0.813,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6,2252,13.8,0.565,0.012,0.39,4.0,6.7,5.4,22.9,1.7,0.3,19.4,17.8,2.6,1.3,3.9,0.084,0.3,-1.1,-0.8,0.7
176,Alton Lister\listeal01,C,23,MIL,80,23,14.8,1.9,3.6,0.519,0.0,0.0,,1.9,3.6,0.519,0.519,0.8,1.5,0.52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,3.0,4.5,1186,11.5,0.531,0.0,0.429,10.9,26.0,18.7,9.2,0.7,5.8,27.4,16.3,-0.9,2.6,1.7,0.071,-4.4,3.6,-0.8,0.4
177,Lewis Lloyd\lloydle01,SG,22,GSW,16,0,5.9,1.6,2.8,0.556,0.0,0.0,,1.6,2.8,0.556,0.556,0.4,0.7,0.636,0.6,0.4,1.0,0.4,0.3,0.1,0.9,1.3,3.6,95,14.8,0.5720000000000001,0.0,0.244,10.2,8.2,9.2,9.6,2.5,0.6,21.9,27.1,0.0,0.1,0.1,0.043,-1.1,-1.6,-2.7,0.0
178,Scott Lloyd\lloydsc01,PF,29,DAL,74,17,14.1,1.5,3.9,0.379,0.0,0.1,0.5,1.4,3.8,0.377,0.382,0.9,1.2,0.758,0.8,1.4,2.2,0.9,0.2,0.1,0.8,2.4,3.9,1047,5.9,0.441,0.013999999999999999,0.319,6.3,11.6,8.9,8.5,0.7,0.4,15.4,15.1,-0.5,0.4,-0.1,-0.004,-4.1,-1.4,-5.5,-0.9
179,Kevin Loder\loderke01,SF,22,KCK,71,13,16.0,2.9,6.3,0.46399999999999997,0.0,0.2,0.0,2.9,6.2,0.47600000000000003,0.46399999999999997,1.1,1.5,0.72,1.0,1.8,2.7,1.2,0.5,0.4,1.0,2.1,6.9,1139,12.9,0.498,0.025,0.239,6.6,12.8,9.6,10.7,1.4,1.5,12.1,20.2,0.4,1.1,1.5,0.062,-1.6,-0.3,-1.9,0.0
180,John Long\longjo01,SG,25,DET,69,66,32.0,9.2,18.8,0.49200000000000005,0.0,0.2,0.133,9.2,18.5,0.496,0.493,3.4,4.0,0.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,2.5,21.9,2211,17.4,0.535,0.012,0.213,4.6,8.3,6.4,11.0,1.4,0.6,10.6,27.9,3.1,1.6,4.7,0.102,0.9,-2.3,-1.4,0.4
181,John Lucas\lucasjo01,PG,28,WSB,79,53,24.6,3.3,7.8,0.426,0.0,0.3,0.091,3.3,7.5,0.43799999999999994,0.42700000000000005,1.7,2.2,0.784,0.5,1.6,2.1,7.0,1.2,0.1,2.0,1.3,8.4,1940,15.2,0.479,0.036000000000000004,0.285,2.3,7.0,4.7,39.4,2.4,0.2,18.3,18.4,1.1,2.7,3.9,0.095,-0.7,-0.6,-1.2,0.4
182,Maurice Lucas\lucasma01,PF,29,NYK,80,74,33.4,6.3,12.5,0.504,0.0,0.0,0.0,6.3,12.5,0.506,0.504,3.2,4.4,0.725,3.4,7.9,11.3,2.2,0.9,0.9,2.2,3.9,15.8,2671,17.9,0.547,0.003,0.349,11.5,27.5,19.3,9.6,1.2,1.5,13.0,20.5,4.1,3.2,7.4,0.133,0.6,0.6,1.2,2.1
183,Ollie Mack\mackol01,SG,24,DAL,13,3,11.5,1.5,4.5,0.322,0.0,0.2,0.0,1.5,4.4,0.33299999999999996,0.322,0.5,0.6,0.75,0.6,0.8,1.4,1.1,0.4,0.1,0.3,0.5,3.4,150,7.9,0.35200000000000004,0.034,0.136,5.9,7.9,6.9,12.7,1.6,0.4,6.0,18.3,-0.1,0.1,-0.1,-0.026000000000000002,-4.1,-1.9,-6.0,-0.2
184,Rudy Macklin\macklru01,SF,23,ATL,79,32,19.2,2.7,6.1,0.434,0.0,0.0,0.0,2.7,6.1,0.43700000000000006,0.434,1.7,2.2,0.775,1.4,1.9,3.3,0.6,0.5,0.3,1.4,2.8,7.0,1516,9.3,0.495,0.006,0.35700000000000004,8.4,11.2,9.8,4.6,1.3,0.8,16.7,19.2,-0.4,1.8,1.4,0.043,-3.1,-0.5,-3.6,-0.6
185,Kyle Macy\macyky01,PG,24,PHO,82,72,34.7,5.9,11.5,0.514,0.5,1.2,0.39,5.5,10.3,0.529,0.535,1.9,2.1,0.899,1.0,2.2,3.2,4.7,1.7,0.1,1.5,2.3,14.2,2845,15.7,0.57,0.106,0.179,3.1,6.9,5.1,18.9,2.4,0.2,10.9,16.6,5.4,3.8,9.2,0.156,1.9,0.4,2.3,3.1
186,Rick Mahorn\mahorri01,PF,23,WSB,80,80,33.3,5.2,10.2,0.507,0.0,0.0,0.0,5.2,10.2,0.509,0.507,1.9,2.9,0.632,1.9,6.9,8.8,1.9,0.7,1.7,2.0,4.4,12.2,2664,13.3,0.531,0.004,0.287,6.2,22.4,14.4,8.0,1.0,2.9,15.0,17.0,0.8,5.1,5.9,0.107,-2.0,3.3,1.3,2.2
187,Moses Malone*\malonmo01,C,26,HOU,81,81,42.0,11.7,22.5,0.519,0.0,0.1,0.0,11.7,22.4,0.52,0.519,7.8,10.2,0.762,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1,3398,26.8,0.5760000000000001,0.003,0.45399999999999996,17.5,21.2,19.3,6.9,1.1,2.1,11.9,29.9,11.7,3.7,15.4,0.218,5.4,-1.1,4.3,5.4
188,Wes Matthews\matthwe01,PG,22,ATL,47,5,17.8,2.8,6.3,0.44,0.0,0.2,0.25,2.7,6.2,0.445,0.44299999999999995,1.3,1.7,0.759,0.4,0.8,1.2,3.0,1.1,0.0,1.3,2.7,6.9,837,12.6,0.48700000000000004,0.027000000000000003,0.265,2.6,5.3,3.9,25.5,3.2,0.1,15.9,20.5,0.2,1.1,1.3,0.073,-1.1,-0.5,-1.6,0.1
189,Cedric Maxwell\maxwece01,SF,26,BOS,78,73,33.2,5.1,9.3,0.5479999999999999,0.0,0.0,0.0,5.1,9.2,0.551,0.5479999999999999,4.6,6.1,0.747,2.8,3.6,6.4,2.3,1.0,0.6,2.2,3.4,14.8,2590,16.0,0.616,0.004,0.66,9.5,11.7,10.6,9.2,1.4,1.0,15.7,17.2,5.8,3.3,9.1,0.16899999999999998,2.5,1.3,3.8,3.8
190,Scott May\maysc01,SF,27,MIL,65,7,18.3,3.3,6.4,0.508,0.0,0.1,0.0,3.3,6.4,0.513,0.508,2.4,3.0,0.8240000000000001,1.3,2.0,3.4,2.0,0.8,0.1,1.4,2.3,9.0,1187,16.7,0.581,0.01,0.46299999999999997,8.5,12.4,10.5,15.6,2.0,0.3,15.5,20.6,2.4,1.8,4.2,0.171,1.2,0.1,1.3,1.0
191,Bob McAdoo*\mcadobo01,C,30,LAL,41,0,18.2,3.7,8.0,0.45799999999999996,0.0,0.1,0.0,3.7,7.9,0.465,0.45799999999999996,2.2,3.1,0.7140000000000001,1.1,2.8,3.9,0.8,0.5,0.9,1.2,2.7,9.6,746,14.4,0.509,0.015,0.382,6.8,16.1,11.6,5.5,1.4,2.6,11.7,23.2,0.5,1.0,1.5,0.095,-2.6,-1.0,-3.6,-0.3
192,John McCullough\mcculjo01,SG,25,PHO,8,0,2.9,1.1,1.6,0.6920000000000001,0.0,0.0,,1.1,1.6,0.6920000000000001,0.6920000000000001,0.4,0.6,0.6,0.1,0.4,0.5,0.4,0.3,0.0,0.4,0.4,2.6,23,30.7,0.691,0.0,0.385,4.9,14.1,9.6,26.4,4.2,0.0,16.5,32.6,0.1,0.0,0.1,0.239,6.6,0.1,6.8,0.1
193,Hank McDowell\mcdowha01,PF,22,GSW,30,1,11.2,1.1,2.8,0.405,0.0,0.0,,1.1,2.8,0.405,0.405,0.9,1.4,0.659,1.4,2.0,3.3,0.7,0.2,0.3,0.7,1.7,3.2,335,10.5,0.466,0.0,0.488,13.1,19.5,16.3,7.3,0.8,1.3,17.1,14.8,0.1,0.3,0.4,0.062,-2.5,0.0,-2.5,0.0
194,Jim McElroy\mcelrji01,PG,28,ATL,20,17,17.5,2.6,6.3,0.41600000000000004,0.1,0.3,0.2,2.6,6.0,0.425,0.42,1.5,1.8,0.8059999999999999,0.3,0.6,0.9,2.0,0.4,0.2,1.1,2.2,6.7,349,9.3,0.47600000000000003,0.04,0.28800000000000003,1.9,3.6,2.8,17.0,1.2,0.5,13.5,20.2,0.0,0.3,0.3,0.036000000000000004,-2.8,-2.2,-5.1,-0.3
195,Mike McGee\mcgeemi01,SF,22,LAL,39,0,9.0,2.1,4.4,0.465,0.0,0.1,0.0,2.1,4.3,0.47600000000000003,0.465,0.8,1.4,0.585,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1.5,4.9,352,11.7,0.489,0.023,0.308,10.9,4.5,7.6,6.0,2.4,0.5,14.8,25.9,-0.1,0.3,0.2,0.028999999999999998,-2.3,-2.7,-5.0,-0.3
196,George McGinnis*\mcginge01,PF,31,IND,76,4,17.6,1.9,5.0,0.373,0.0,0.0,0.0,1.9,4.9,0.376,0.373,0.9,2.1,0.45299999999999996,1.2,4.0,5.2,2.7,1.3,0.4,1.7,2.6,4.7,1341,11.3,0.395,0.008,0.42100000000000004,7.4,25.2,16.1,20.7,3.5,1.2,22.6,18.0,-2.5,2.9,0.4,0.015,-4.3,4.3,-0.1,0.7
197,Kevin McHale*\mchalke01,PF,24,BOS,82,33,28.4,5.7,10.7,0.531,0.0,0.0,,5.7,10.7,0.531,0.531,2.3,3.0,0.754,2.3,4.5,6.8,1.1,0.4,2.3,1.7,3.2,13.6,2332,16.9,0.568,0.0,0.28300000000000003,9.3,16.8,13.1,5.4,0.6,4.3,12.2,19.3,3.9,3.7,7.5,0.155,0.2,1.5,1.7,2.2
198,Kevin McKenna\mckenke01,SG,23,LAL,36,0,6.6,0.8,2.4,0.322,0.0,0.1,0.0,0.8,2.4,0.32899999999999996,0.322,0.3,0.5,0.647,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1.3,1.9,237,2.8,0.355,0.023,0.195,8.6,4.9,6.7,6.8,2.0,0.4,17.5,19.2,-0.5,0.2,-0.3,-0.069,-6.3,-1.6,-7.8,-0.3
199,Billy McKinney\mckinbi01,PG,26,DEN,81,27,24.2,4.6,8.6,0.528,0.0,0.2,0.0,4.6,8.4,0.541,0.528,1.7,2.1,0.8059999999999999,0.4,1.4,1.8,4.2,0.9,0.2,1.4,2.3,10.8,1963,14.4,0.565,0.024,0.243,1.6,6.0,3.9,21.1,1.5,0.4,12.9,17.2,3.4,-0.1,3.3,0.081,1.0,-3.1,-2.1,-0.1
200,Tom McMillen\mcmilto01,C,29,ATL,73,23,24.5,4.0,7.8,0.509,0.0,0.0,0.33299999999999996,4.0,7.8,0.51,0.51,1.9,2.3,0.8240000000000001,1.4,3.2,4.6,1.8,0.3,0.3,1.7,2.8,9.9,1792,13.1,0.5589999999999999,0.005,0.297,6.4,14.8,10.6,11.2,0.7,0.8,16.1,18.7,1.7,2.0,3.7,0.099,-0.7,0.2,-0.5,0.7
201,Joe Meriweather\meriwjo01,C,28,KCK,18,10,21.1,2.6,5.1,0.516,0.0,0.0,,2.6,5.1,0.516,0.516,1.7,2.2,0.775,1.4,3.5,4.9,0.9,0.7,1.2,1.4,3.8,6.9,380,12.2,0.5760000000000001,0.0,0.44,7.2,19.1,13.0,5.7,1.6,3.2,18.7,14.4,0.3,0.5,0.8,0.09699999999999999,-2.2,2.1,-0.1,0.2
202,Mike Mitchell\mitchmi01,SF,26,TOT,84,83,36.5,9.0,17.6,0.51,0.0,0.1,0.0,9.0,17.5,0.512,0.51,2.6,3.6,0.728,2.9,4.1,7.0,1.0,0.7,0.5,1.8,3.3,20.5,3063,15.9,0.536,0.005,0.204,8.5,12.4,10.5,4.1,0.9,0.8,8.7,23.2,4.2,1.7,5.9,0.09300000000000001,0.8,-2.3,-1.5,0.4
202,Mike Mitchell\mitchmi01,SF,26,CLE,27,26,36.0,8.5,18.7,0.45399999999999996,0.0,0.2,0.0,8.5,18.4,0.46,0.45399999999999996,2.7,3.7,0.72,2.6,2.6,5.2,1.4,1.0,0.6,2.0,2.9,19.6,973,14.2,0.484,0.012,0.198,7.8,8.6,8.2,6.4,1.3,0.9,9.1,25.5,0.2,0.2,0.5,0.023,-0.4,-2.4,-2.8,-0.2
202,Mike Mitchell\mitchmi01,SF,26,SAS,57,57,36.7,9.2,17.1,0.539,0.0,0.0,0.0,9.2,17.1,0.539,0.539,2.6,3.5,0.733,3.0,4.8,7.9,0.8,0.6,0.5,1.7,3.5,21.0,2090,16.7,0.563,0.001,0.20800000000000002,8.9,14.1,11.5,3.0,0.7,0.7,8.4,22.1,4.0,1.5,5.5,0.126,1.4,-2.2,-0.8,0.6
203,Steve Mix\mixst01,SF,34,PHI,75,0,16.5,2.7,5.3,0.506,0.0,0.1,0.25,2.7,5.3,0.509,0.508,1.8,2.3,0.7909999999999999,1.2,1.8,3.0,1.2,0.6,0.2,0.9,1.1,7.2,1235,15.8,0.57,0.01,0.431,8.8,11.6,10.3,10.1,1.6,0.8,12.4,18.3,2.3,1.4,3.7,0.14400000000000002,0.7,-0.3,0.3,0.7
204,Paul Mokeski\mokespa01,C,25,TOT,67,4,13.0,1.3,2.9,0.435,0.0,0.0,0.0,1.3,2.8,0.442,0.435,0.7,0.9,0.762,0.9,2.2,3.1,0.5,0.5,0.6,0.8,2.6,3.2,868,8.7,0.489,0.016,0.326,7.2,19.9,13.3,5.1,1.8,2.6,19.9,12.7,-0.2,1.0,0.8,0.045,-4.2,1.4,-2.8,-0.2
204,Paul Mokeski\mokespa01,C,25,DET,39,3,13.4,1.3,2.8,0.441,0.0,0.0,0.0,1.3,2.8,0.445,0.441,0.6,0.8,0.758,0.9,2.2,3.1,0.6,0.3,0.6,1.0,2.6,3.2,523,7.1,0.49,0.009000000000000001,0.297,7.1,18.8,12.8,5.7,1.1,2.4,23.7,12.3,-0.3,0.6,0.3,0.031,-4.6,1.1,-3.4,-0.2
204,Paul Mokeski\mokespa01,C,25,CLE,28,1,12.3,1.3,2.9,0.42700000000000005,0.0,0.1,0.0,1.3,2.9,0.43799999999999994,0.42700000000000005,0.8,1.1,0.767,0.9,2.2,3.1,0.4,0.7,0.6,0.6,2.4,3.3,345,11.1,0.488,0.024,0.366,7.4,21.6,14.1,4.2,2.8,2.8,14.4,13.3,0.1,0.4,0.5,0.066,-3.6,1.8,-1.8,0.0
205,Sidney Moncrief\moncrsi01,SG,24,MIL,80,80,37.3,7.0,13.3,0.523,0.0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.8170000000000001,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,2980,20.1,0.601,0.013000000000000001,0.539,8.8,11.6,10.3,18.1,2.2,0.4,13.7,21.0,8.9,4.5,13.4,0.21600000000000003,4.2,1.3,5.5,5.6
206,Johnny Moore\moorejo01,PG,23,SAS,79,78,29.0,3.9,8.4,0.46299999999999997,0.0,0.3,0.048,3.9,8.2,0.47700000000000004,0.46399999999999997,1.5,2.3,0.67,0.8,2.7,3.5,9.6,2.1,0.2,2.2,3.2,9.4,2294,17.0,0.496,0.031,0.273,2.9,9.9,6.4,41.5,3.3,0.3,19.0,16.0,3.1,2.7,5.8,0.122,1.2,0.1,1.3,1.9
207,Lowes Moore\moorelo01,PG,24,CLE,4,0,17.5,4.8,9.5,0.5,0.3,1.3,0.2,4.5,8.3,0.545,0.513,1.5,2.0,0.75,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3,70,21.5,0.542,0.132,0.21100000000000002,1.5,5.2,3.2,36.4,4.1,0.8,10.7,27.4,0.2,0.1,0.2,0.152,4.5,-2.6,2.0,0.1
208,Calvin Murphy*\murphca01,PG,33,HOU,64,0,18.8,4.3,10.1,0.42700000000000005,0.0,0.3,0.063,4.3,9.9,0.43700000000000006,0.428,1.6,1.7,0.909,0.3,0.6,1.0,2.5,0.7,0.0,1.3,2.2,10.2,1204,13.2,0.47,0.025,0.17,1.8,3.9,2.8,20.6,1.8,0.0,10.5,26.5,0.7,0.6,1.3,0.051,-1.1,-3.7,-4.7,-0.8
209,Larry Nance\nancela01,PF,22,PHO,80,0,14.8,2.8,5.5,0.521,0.0,0.0,0.0,2.8,5.4,0.522,0.521,0.9,1.5,0.6409999999999999,1.2,2.0,3.2,1.0,0.5,0.9,1.3,2.1,6.6,1186,14.7,0.5429999999999999,0.002,0.268,9.1,14.7,11.9,10.0,1.7,3.4,17.6,20.6,0.3,2.1,2.4,0.098,-1.9,1.5,-0.5,0.5
210,Swen Nater\natersw01,C,32,SDC,21,7,27.4,4.8,8.3,0.5770000000000001,0.0,0.0,1.0,4.8,8.3,0.575,0.58,2.8,3.8,0.747,2.2,7.0,9.1,1.4,0.3,0.4,2.3,3.0,12.5,575,16.4,0.625,0.006,0.451,9.3,31.1,19.9,7.2,0.5,0.9,18.6,18.3,0.9,0.2,1.2,0.098,-0.7,-1.5,-2.2,0.0
211,Calvin Natt\nattca01,SF,25,POR,75,71,34.7,6.9,11.9,0.5760000000000001,0.0,0.1,0.25,6.8,11.8,0.579,0.5770000000000001,3.9,5.2,0.75,2.6,5.6,8.2,2.0,0.8,0.5,1.9,2.3,17.7,2599,19.0,0.622,0.009000000000000001,0.43799999999999994,8.4,17.9,13.2,8.0,1.1,0.8,11.6,19.1,7.0,2.3,9.3,0.171,2.7,-0.3,2.4,2.9
212,Mike Newlin\newlimi01,SG,33,NYK,76,32,19.8,3.8,8.1,0.465,0.1,0.3,0.304,3.7,7.8,0.47100000000000003,0.47100000000000003,1.7,1.9,0.857,0.5,0.7,1.2,2.2,0.4,0.0,1.4,2.6,9.3,1507,11.5,0.519,0.037000000000000005,0.239,2.7,4.3,3.5,16.1,1.1,0.1,13.3,21.4,1.1,0.4,1.5,0.049,-1.3,-3.3,-4.7,-1.0
213,Carl Nicks\nicksca01,SG,23,UTA,80,1,16.5,3.2,6.9,0.45399999999999996,0.0,0.1,0.0,3.2,6.9,0.45799999999999996,0.45399999999999996,1.1,1.9,0.5670000000000001,0.8,1.2,2.0,1.1,0.8,0.1,1.3,2.3,7.4,1322,10.5,0.474,0.009000000000000001,0.27,5.4,7.8,6.5,9.1,2.3,0.2,14.0,21.9,-0.8,0.5,-0.3,-0.01,-2.8,-2.1,-4.9,-1.0
